rogue,Dot11EltCountry,RSNVersion,rates,CapabilitiesMin_MPDCU_Start_Spacing,DSSS_CCK,Max_A_MSDU,Rx_STBC,Tx_STBC,Short_GI_40Mhz,Short_GI_20Mhz,SM_Power_Save,Supported_Channel_Width,LDPC_Coding_Capability,Min_MPDCU_Start_Spacing,Max_A_MPDU_Length_Exponent,TX_MCS_Set_Defined,RX_MSC_Bitmask,Compressed_Steering_n_Beamformer_Antennas_Supported,Receive_NDP,entropy
1,0,1,8,5,1,0,1,1,1,1,3,1,0,5,3,0,1,0,0,2.794385327956284
-1,0,1,8,0,0,0,1,0,0,1,0,0,1,0,3,1,1,0,0,2.7922263641317304
1,0,1,8,5,0,0,1,1,1,1,3,0,0,5,3,0,1,0,0,2.7914243554366345
-1,1,1,8,5,1,1,1,1,1,1,3,1,1,5,3,0,1,0,0,2.791533899799416
1,1,1,8,0,1,1,1,1,0,0,3,1,1,0,3,0,1,3,1,2.7912940158960455
-1,0,1,8,0,0,0,1,0,0,1,3,0,0,0,3,1,1,0,0,2.789418968035632
-1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.788923656396724
-1,0,1,4,4,0,0,1,0,0,1,3,0,1,4,3,0,1,0,0,2.788881359395588
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.7883881109728725
1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.788099532403506
-1,0,1,8,0,0,0,1,0,0,1,3,0,0,0,3,1,1,0,0,2.786260640102629
-1,1,1,8,5,1,0,1,1,1,1,3,0,0,5,3,0,1,0,0,2.786357073647027
-1,0,1,8,0,1,0,1,1,1,1,3,1,1,0,3,1,1,0,0,2.7855700198276137
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.789272068684435
-1,1,1,8,6,0,0,0,0,0,1,3,0,1,6,3,0,1,0,0,2.7891705792885775
1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.7888877428207417
1,0,1,8,5,0,0,1,1,0,1,3,0,0,5,3,0,1,0,0,2.7880382667106995
-1,1,1,4,4,0,1,1,0,0,1,3,0,1,4,3,0,1,0,0,2.7881095131586973
-1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,3,1,2.7887487492361664
1,1,1,8,5,0,0,1,1,0,1,3,0,0,5,3,0,1,0,0,2.7879040156592807
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.791410059646058
-1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.794704195529441
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7977970064613435
-1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8007156320609714
1,1,1,6,0,0,1,1,1,1,1,3,1,1,0,3,1,1,0,0,2.800093614523227
-1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8030142718095594
1,1,1,8,6,0,0,1,0,0,0,3,1,0,6,3,1,1,0,0,2.8034613741011096
-1,1,1,4,4,0,1,1,0,0,1,3,0,1,4,3,0,1,0,0,2.803536888767668
1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805971909176009
-1,1,1,4,4,0,1,1,1,0,1,3,0,1,4,3,0,1,2,0,2.8073290575544503
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.809758259149379
-1,1,1,4,5,0,1,1,1,0,1,3,0,1,5,3,0,1,2,0,2.810675721909187
1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8128264427835785
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8124126992969916
1,0,1,8,5,1,0,1,1,1,1,3,1,0,5,3,0,1,0,0,2.812588352872492
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8121652127030234
1,0,1,8,5,0,1,1,1,0,1,3,0,1,5,3,0,1,0,0,2.811996477222708
-1,0,1,8,0,0,0,1,1,0,1,3,0,1,0,3,1,1,0,0,2.8103670770082188
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8125475572782754
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8121305378206687
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8117083899549815
1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.8114594148705465
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8110323362577376
1,1,1,8,5,0,0,1,1,0,1,3,0,0,5,3,0,1,0,0,2.810288352999856
1,0,1,8,5,1,0,1,1,1,1,3,1,0,5,3,0,1,0,0,2.810429981875878
1,1,1,8,5,0,0,1,1,0,1,3,0,0,5,3,0,1,0,0,2.80968597005615
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8092522625734353
1,1,1,8,6,0,0,1,1,0,1,3,0,1,6,3,1,1,0,0,2.8098569860085205
1,0,1,8,5,0,0,0,0,0,1,3,0,1,5,3,0,1,2,1,2.8107072378421085
-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8129940585823165
1,1,1,8,5,0,0,0,0,0,1,3,0,0,5,3,0,1,0,0,2.812105068243519
-1,1,1,8,5,1,0,1,1,1,1,3,1,0,5,3,0,1,0,0,2.8122253949174443
1,1,0,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,2,1,2.8133156400386286
-1,0,1,8,0,0,0,1,0,0,1,3,0,0,0,3,1,1,0,0,2.811794123004292
1,0,0,8,6,1,0,1,1,1,0,3,0,0,6,3,0,1,0,0,2.8120292482681424
-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8142035237693177
1,0,0,8,5,1,0,0,0,1,1,3,1,0,5,3,0,1,0,0,2.81367118130136
-1,0,1,8,4,0,0,1,0,0,1,3,0,1,4,3,0,1,0,0,2.8135566880225715
1,0,1,8,5,1,0,1,1,1,1,3,0,0,5,3,0,1,0,0,2.8133707673602086
-1,0,1,8,5,0,1,1,0,0,1,3,0,1,5,3,0,1,0,0,2.812902853839792
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8148018370750627
-1,1,1,4,4,0,1,1,0,0,1,3,0,1,4,3,0,1,0,0,2.81492784786163
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8167141761681336
-1,0,1,8,4,0,0,1,0,0,1,3,0,1,4,3,0,1,0,0,2.816593475970498
-1,0,1,4,4,0,0,1,1,0,1,3,0,1,4,3,0,1,2,0,2.8177324288417314
1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.8174825460371107
-1,0,1,4,4,0,0,1,1,0,1,3,0,1,4,3,0,1,0,0,2.8174128897700803
1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.8171584385145985
-1,0,1,8,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,2.8164450136100463
1,1,1,8,5,1,1,1,1,1,1,3,1,1,5,3,0,1,0,0,2.8164889852579837
-1,1,1,8,5,0,1,1,1,0,1,3,0,1,5,3,0,1,0,0,2.816296856579901
1,0,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.816342980049909
1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.818136200602728
1,0,1,8,5,0,1,1,1,0,1,3,0,1,5,3,0,1,0,0,2.8179419417374993
-1,1,1,8,5,0,0,0,0,0,1,3,0,0,5,3,0,1,0,0,2.8171222661229405
1,0,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.8171503862502805
-1,0,1,8,5,0,0,1,0,0,1,3,0,1,5,3,0,1,0,0,2.816632084666869
-1,0,1,8,5,0,0,1,0,0,1,3,0,1,5,3,0,1,0,0,2.816111010338341
1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,0,0,2.8158357734068438
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.815464194820375
-1,0,1,4,4,0,0,1,0,0,1,3,0,1,4,3,0,1,0,0,2.8154898359759564
-1,1,1,8,5,0,0,1,1,0,1,3,0,1,5,3,0,1,3,1,2.8157672871312815
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.815394301468731
-1,1,1,8,7,0,1,1,1,0,1,3,0,0,7,3,0,1,0,0,2.816141813434876
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.815763614156648
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.8153816497465294
-1,0,1,8,0,0,0,1,0,0,1,3,0,0,0,3,1,1,0,0,2.8140038090904946
-1,1,1,4,5,0,1,1,1,0,1,3,0,1,5,3,0,1,2,0,2.8147464550598946
1,1,1,8,5,1,0,1,1,1,1,3,0,1,5,3,1,1,0,0,2.814363521924333
-1,0,1,8,0,0,0,1,0,0,1,3,0,0,0,3,1,1,0,0,2.812997106030216
1,1,1,8,5,1,1,1,1,1,1,3,1,1,5,3,0,1,0,0,2.8130008449034234
-1,0,1,8,0,0,0,1,1,0,1,3,0,1,0,3,1,1,0,0,2.811634522555225
